,A,B,"dict(A,B)",#(A)+#(B)
1657,1222,1270,0.09377408284173268,2
1658,1390,4355,0.09377408284173268,3
1659,452,460,0.09377408284173269,2
1660,699,706,0.09377408284173269,2
1661,166,172,0.09377408284173272,2
1662,266,304,0.09377408284173272,2
1663,36,49,0.09377408284173272,2
1664,1960,1980,0.09377408284173272,2
1665,1975,4384,0.09377408284173272,4
1666,2157,2208,0.09377408284173272,2
1667,2384,2490,0.09377408284173272,2
1668,2880,3166,0.09377408284173272,2
1669,2461,2484,0.09377408284173283,2
1670,3680,4517,0.09377408284173283,3
1671,3108,3228,0.09377408284173316,2
1672,3717,3732,0.09377408284173372,2
1673,5149,5495,0.0937740831230552,9
1674,3064,5203,0.09377408312305541,3
1675,2848,5202,0.09377408312305546,3
1676,2730,2776,0.0937740834043772,2
1677,2453,2456,0.09377408340437743,2
1678,2839,2948,0.09377408340437765,2
1679,12,48,0.0937740834043777,2
1680,1087,1097,0.0937740834043777,2
1681,2004,4371,0.0937740834043777,3
1682,1524,1582,0.0937740834043777,2
1683,3187,3705,0.0937740834043777,2
1684,2906,3620,0.0937740834043777,2
1685,323,343,0.09377408340437772,2
1686,933,943,0.09377408340437772,2
1687,194,207,0.09377408340437773,2
1688,497,500,0.09377408340437773,2
1689,193,4217,0.09377408340437773,3
1690,246,292,0.09377408340437773,2
1691,824,839,0.09377408340437773,2
1692,1514,1569,0.09377408340437773,2
1693,2015,2021,0.09377408340437773,2
1694,1284,1292,0.09377408340437773,2
1695,2315,4360,0.09377408340437773,3
1696,2318,2324,0.09377408340437773,2
1697,860,864,0.09377408340437773,2
1698,911,912,0.09377408340437776,2
1699,1364,1412,0.09377408340437776,2
1700,2288,2311,0.09377408340437776,2
1701,2626,2640,0.09377408340437776,2
1702,1618,1629,0.09377408340437776,2
1703,2242,2280,0.09377408340437776,2
1704,2048,2060,0.09377408340437776,2
1705,3637,3725,0.09377408340437776,2
1706,1964,2425,0.09407376167782946,2
1707,3106,3333,0.09477986277802342,2
1708,2673,4933,0.09511933544791909,3
1709,3221,3424,0.09551988716596606,2
1710,2703,2928,0.09551988716596613,2
1711,3083,5207,0.09556871533920219,4
1712,2967,5528,0.09568418618542222,3
1713,4702,5306,0.0962939172833885,9
1714,4474,5398,0.09629391728338854,12
1715,1255,5348,0.09629391728338854,4
1716,4766,5419,0.09629391728338854,6
1717,4901,5318,0.0962939172833886,18
1718,4525,5293,0.09629391728338861,10
1719,4544,5295,0.09629391728338861,6
1720,2942,5836,0.09679504235414761,5
1721,4200,5109,0.09685750834224227,5
1722,2155,4973,0.09685750854649348,4
1723,4511,5661,0.09692471158033464,4
1724,1454,5626,0.09721816320059531,5
1725,1881,5502,0.097290860180497,3
1726,4317,5591,0.0980037555945261,6
1727,2746,5474,0.09888340958254649,4
1728,5195,5221,0.09901964974083481,6
1729,139,5519,0.09907302812058383,5
1730,2754,2977,0.09933247593571941,2
1731,2904,5478,0.09936948590338648,3
1732,4344,5563,0.09941364598843816,5
1733,4299,5580,0.0994136463245755,5
1734,776,5553,0.09941364642670103,4
1735,3280,3440,0.0997235320536083,2
1736,4419,5659,0.10017003614950905,6
1737,2872,3168,0.10080763695661661,2
1738,3340,5633,0.10083467537171237,4
1739,345,5550,0.10092232778166765,4
1740,2413,5509,0.10094421209453781,4
1741,1519,5337,0.10110861314755795,6
1742,5479,5521,0.10121573568940723,6
1743,1473,5354,0.10196978378322286,4
1744,510,5444,0.1019697837832229,4
1745,3360,5832,0.10203966152282995,5
1746,4974,5386,0.10215890426391491,5
1747,5124,5442,0.10215890439499324,5
1748,1345,5025,0.10223342756179088,3
1749,1198,5070,0.10223342756179091,3
1750,872,4968,0.10223342756179099,3
1751,937,5122,0.10223342778467431,3
1752,1137,5172,0.10223342778467442,3
1753,2127,5131,0.10223342778467445,3
1754,630,5106,0.10223342793786244,3
1755,4267,5041,0.10223342793786265,4
1756,4261,5014,0.10223342793786269,4
1757,2169,5086,0.10223342793786272,3
1758,1268,5019,0.10223342793786273,3
1759,2045,5066,0.10223342793786273,3
1760,3068,3162,0.10229899997520375,2
1761,1539,1607,0.10229899997520397,2
1762,1845,1856,0.10229899997520397,2
1763,3023,4478,0.1022989999752042,3
1764,3037,3095,0.1022989999752042,2
1765,2852,3150,0.10230592765697315,2
1766,5667,5789,0.10260657463764851,4
1767,5571,5798,0.10261489477073693,9
1768,2165,5574,0.10293065971886117,6
1769,5130,5691,0.1031303025892395,5
1770,4683,5303,0.10317205423220197,13
1771,4425,5477,0.10329622783048986,5
1772,1733,5562,0.10339548074616223,4
1773,551,5554,0.10339548074616235,4
1774,2120,5503,0.10364964262283749,4
1775,3002,3629,0.10413300143845927,2
1776,2866,3202,0.10413300143845934,2
1777,1941,4641,0.10413300143845945,3
1778,2191,5507,0.10437843712362685,6
1779,2887,5520,0.10480561306557232,3
1780,5443,5666,0.10499683790675332,5
1781,4536,5526,0.10526943592701142,10
1782,5617,5900,0.10529611513275605,6
1783,4931,5508,0.10532568828653817,5
1784,3539,5234,0.10549584361893305,3
1785,520,5765,0.10555073848419771,4
1786,1082,5499,0.10570770577138111,6
1787,903,5276,0.10606763425396797,3
1788,1028,5284,0.10606763425396797,3
1789,1053,5288,0.10606763425396797,3
1790,2188,5343,0.106067634253968,3
1791,4385,5384,0.106067634253968,4
1792,4386,5385,0.106067634253968,4
1793,536,5435,0.10606763425396804,3
1794,53,5263,0.10606763475817396,3
1795,414,5428,0.10606763475817405,3
1796,1316,5352,0.10606763475817405,3
1797,1217,5369,0.10606763475817405,3
1798,4369,5379,0.10606763475817407,4
1799,1616,5390,0.10606763475817407,3
1800,5459,5543,0.10651959037435535,7
1801,5157,5225,0.10654538017582094,5
1802,4998,5250,0.10654538025011569,5
1803,5048,5512,0.10675807437470597,7
1804,5500,5711,0.10688830915458672,7
1805,5196,5266,0.1070053134622856,6
1806,3630,5243,0.10733675614863594,3
1807,5674,5768,0.10794299194914184,4
1808,1724,5366,0.10802389124444127,4
1809,3078,3316,0.10805730004354602,2
1810,3656,3720,0.10805730004354613,2
1811,1115,5285,0.10833065694381205,3
1812,2309,5308,0.10833065694381205,3
1813,1130,5347,0.10833065694381208,3
1814,2544,5400,0.10833065694381211,3
1815,615,5286,0.10833065694381216,3
1816,4647,5301,0.10833065694381216,5
1817,4730,5311,0.10833065694381216,4
1818,2199,5637,0.10849294790315427,6
1819,3509,5205,0.10859829463412513,3
1820,3302,3352,0.10872325544337037,2
1821,1887,5826,0.10972551594974268,5
1822,3529,5291,0.11016548520943936,4
1823,681,5280,0.11016548520943946,4
1824,3365,5901,0.11027599899835298,3
1825,2569,2603,0.11107920774320601,2
1826,2833,2914,0.11107920774320625,2
1827,4499,5525,0.11165735808355566,5
1828,4022,5529,0.11165735808355597,7
1829,3787,5532,0.111804053801701,3
1830,3743,5533,0.111804053801701,3
1831,5593,5627,0.111864160785921,7
1832,3421,3576,0.11227128054669124,2
1833,5344,5774,0.11252531844807333,4
1834,5375,5784,0.11252531844807334,4
1835,3754,3800,0.11252889986019499,2
1836,3189,4432,0.1125288998601951,5
1837,2697,2699,0.1125288998601951,2
1838,3082,3748,0.1125288998601951,2
1839,3557,4616,0.1125288998601951,3
1840,3215,3292,0.11252889986019532,2
1841,3751,4415,0.11252889986019532,3
1842,3238,3724,0.11252889986019532,2
1843,2898,3163,0.11252889986019532,2
1844,2917,4558,0.11252889986019532,3
1845,3690,4560,0.11252889986019532,3
1846,865,1065,0.11252889986019543,2
1847,3126,4615,0.11252889986019543,3
1848,2832,2901,0.11252889986019543,2
1849,3061,3214,0.11252889986019543,2
1850,4972,5382,0.11259159502147631,7
1851,5583,5752,0.11279230799518872,9
1852,4316,5644,0.11301894501733566,9
1853,2907,5487,0.11320447888343947,3
1854,1857,5471,0.11333788652980566,4
1855,3264,3480,0.11347235698883444,2
1856,1439,5336,0.11348925965542218,8
1857,5009,5439,0.11365682954089232,4
1858,5088,5383,0.11365682954089235,4
1859,5013,5353,0.11365682954089237,4
1860,5093,5321,0.11365682954089237,4
1861,3321,5497,0.11423767151212609,3
1862,2819,5662,0.11424847430392293,5
1863,5314,5315,0.11434902677402395,13
1864,5101,5577,0.11447743958484378,5
1865,5433,5541,0.1146978584443319,8
1866,5480,5803,0.11473367988677856,7
1867,4323,5695,0.11480755958288129,5
1868,5622,5631,0.11513237970492919,10
1869,5568,5787,0.11513237971466916,5
1870,1808,5709,0.11527327269123067,3
1871,1330,5712,0.11527327269123067,3
1872,1763,5697,0.11527327269123067,3
1873,2017,5775,0.11527327284441893,3
1874,1755,5771,0.11527327284441895,3
1875,4367,5786,0.11527327284441896,4
1876,5077,5269,0.11543222040658586,5
1877,1526,5332,0.11555270074006621,6
1878,4729,5421,0.11555270074006625,7
1879,5231,5678,0.11556630201136815,6
1880,5657,5865,0.1162308560172803,15
1881,3348,5654,0.1168776831370554,3
1882,5513,5535,0.11709026748511679,11
1883,826,5551,0.11712813741460174,5
1884,6,5114,0.11721760383348862,3
1885,1205,5068,0.11721760411481089,3
1886,1587,4993,0.1172176041148109,3
1887,2739,5094,0.11721760411481097,3
1888,5602,5610,0.11732694856453961,5
1889,3129,5614,0.1176306752112069,3
1890,5275,5997,0.11766353593138244,8
1891,1942,5634,0.11782434397635755,9
1892,2123,5635,0.11782434397635755,9
1893,2473,5491,0.11799355397157898,6
1894,296,330,0.11836118566620318,2
1895,1448,1534,0.1183611856662032,2
1896,367,435,0.11836118566620321,2
1897,936,1016,0.11836118566620321,2
1898,372,471,0.11836118566620321,2
1899,814,862,0.11836118566620321,2
1900,1041,4343,0.11836118566620325,3
1901,1060,1120,0.11836118566620325,2
1902,2161,4361,0.11836118566620327,3
1903,1767,1814,0.11836118566620327,2
1904,2657,2741,0.11836118566620327,2
1905,439,496,0.11836118566620331,2
1906,464,537,0.11836118566620335,2
1907,2255,2340,0.11836118566620336,2
1908,425,495,0.11836118566620352,2
1909,4016,4843,0.11836118611196983,3
1910,3888,4845,0.11836118611196983,3
1911,3972,4531,0.11836118611197001,3
1912,3923,4030,0.11836118611197001,2
1913,1019,1256,0.1183611861119701,2
1914,1174,1387,0.1183611861119701,2
1915,2732,3485,0.11836118611197011,2
1916,1992,2142,0.11836118611197011,2
1917,1968,1983,0.11836118611197011,2
1918,118,140,0.11836118611197018,2
1919,3871,3980,0.11836118611197018,2
1920,805,880,0.11836118611197022,2
1921,664,754,0.11836118611197022,2
1922,647,683,0.11836118611197026,2
1923,4441,4444,0.11836118611197026,5
1924,378,428,0.11836118611197027,2
1925,787,891,0.11836118611197029,2
1926,2377,4388,0.11836118611197029,3
1927,3523,4480,0.11836118611197029,3
1928,3505,4579,0.11836118611197029,4
1929,634,693,0.1183611861119703,2
1930,882,4340,0.1183611861119703,3
1931,794,855,0.1183611861119703,2
1932,1989,2062,0.11836118611197034,2
1933,1010,1102,0.11836118611197036,2
1934,549,625,0.11836118611197036,2
1935,1058,1112,0.11836118611197036,2
1936,1873,2010,0.11836118611197036,2
1937,1781,1798,0.11836118611197036,2
1938,1324,1396,0.11836118611197037,2
1939,1018,1125,0.11836118611197037,2
1940,2743,2965,0.11836118611197037,2
1941,761,5624,0.11867209390208802,5
1942,3749,5755,0.1187097322992551,6
1943,1244,5564,0.11877573028933652,4
1944,4205,5432,0.11898300213797239,4
1945,698,5427,0.11898300213797258,3
1946,1493,5350,0.11898300213797258,3
1947,2713,5389,0.11898300213797258,3
1948,4308,5277,0.1189830021379726,4
1949,355,5426,0.11898300213797261,3
1950,4338,5445,0.11898300213797261,4
1951,1943,5338,0.11898300213797264,3
1952,1079,5371,0.11898300213797264,3
1953,1361,5320,0.11898300213797264,3
1954,5364,5849,0.11898300213797265,4
1955,1296,5377,0.11898300213797265,3
1956,1183,5370,0.11898300213797267,3
1957,4285,5274,0.1189830021379727,7
1958,2689,5407,0.11898300213797278,3
1959,313,5283,0.11898300237801941,3
1960,613,5271,0.11898300237801943,3
1961,1820,5340,0.11898300237801954,3
1962,1933,5380,0.11898300237801955,3
1963,2886,5399,0.11898300237801955,3
1964,285,5264,0.11898300237801959,3
1965,3026,4924,0.11904981195535717,3
1966,3367,5618,0.11925223419110942,3
1967,5240,5461,0.11980513193132254,5
1968,3584,6014,0.11986584398116927,5
1969,5198,6056,0.12009264270098681,9
1970,4962,5125,0.12023654333215758,4
1971,5095,5138,0.12023654333215761,4
1972,3167,5190,0.12029846332592604,3
1973,5331,5412,0.12036739660423566,8
1974,1438,5333,0.12036739660423566,13
1975,1367,5408,0.12036739660423568,4
1976,2082,4925,0.12048086795485857,3
1977,982,5222,0.120504451442789,8
1978,5127,5434,0.12050829898903244,5
1979,3579,5603,0.12056667854220465,3
1980,5230,5745,0.12080813977472321,5
1981,1368,5224,0.12086166265626797,4
1982,2492,5417,0.12100161044605484,6
1983,3039,3323,0.12108068070613583,2
1984,5800,5935,0.12150230774350282,10
1985,3279,5929,0.1226242564408497,3
1986,3283,5639,0.12298216406617907,3
1987,3151,5290,0.12311978809251956,3
1988,3385,5298,0.12311978809251956,3
1989,2274,5411,0.1231197880925197,3
1990,5360,5587,0.12339643193604526,7
1991,1054,5549,0.12341780053647544,4
1992,1710,5561,0.12341780053647548,4
1993,4510,5472,0.1235225577624574,5
1994,3554,3625,0.1237354480924558,2
1995,3494,3651,0.1237354480924558,2
1996,286,6172,0.12432145978120364,6
1997,4815,5530,0.12443320239664453,7
1998,5493,5829,0.12477560763566059,6
1999,2850,5810,0.12495702405413071,4
2000,3422,3438,0.12503211083073973,2
2001,3675,5862,0.1250321110182886,4
2002,5081,5552,0.1251547548178699,5
2003,5089,5692,0.12519201646680783,4
2004,5135,5702,0.1251920166216789,4
2005,2523,2649,0.12522330875451262,2
2006,3771,5312,0.1252379657389841,6
2007,5555,5891,0.12524294012853085,5
2008,5262,5425,0.1256769487123629,6
2009,1351,5844,0.12581152812191781,5
2010,5612,5660,0.12591465250759024,5
2011,1117,5779,0.12594610746740553,3
2012,202,5758,0.125946107748728,3
2013,1874,5736,0.125946107748728,3
2014,407,5753,0.12594610774872805,3
2015,2276,5733,0.12594610774872805,3
2016,4420,5200,0.12600807683694484,4
2017,3718,5294,0.12638576643444738,5
2018,4457,5397,0.12638576643444746,7
2019,5309,5310,0.1263857664344475,6
2020,5840,5903,0.12654101384101785,7
2021,2712,3290,0.12659501234271975,2
2022,5470,5992,0.12660120513881828,9
2023,5575,5913,0.12738471660650807,8
2024,1612,5584,0.1274689602270406,4
2025,3060,5963,0.12759780518741196,6
2026,5376,5785,0.1277286313565646,4
2027,5055,5287,0.1277286316086676,4
2028,5359,5625,0.12772863160866763,6
2029,4994,5368,0.12772863160866763,4
2030,5466,5524,0.12783906433498005,4
2031,5559,5716,0.12785379413289175,6
2032,3738,5527,0.127996668128513,3
2033,5645,5885,0.1281033990212292,10
2034,5594,5796,0.12840779919621204,6
2035,5536,5548,0.12862606269157917,7
2036,5498,5777,0.12872761553439335,7
2037,5249,5560,0.1294399143837364,6
2038,1517,5780,0.12951115524572365,3
2039,2524,5773,0.12951115524572365,3
2040,283,5687,0.12951115546860714,3
2041,239,5672,0.12951115546860717,3
2042,1946,5737,0.12951115546860717,3
2043,1140,5725,0.1295111554686072,3
2044,1308,5730,0.1295111554686072,3
2045,2586,5700,0.12952756871699111,4
2046,5415,6166,0.12962642711225378,22
2047,4964,6043,0.13035246649771548,14
2048,5141,5825,0.1304488340787009,8
2049,5076,5547,0.13065772809597317,8
2050,279,5590,0.13085111325335175,4
2051,4976,5514,0.1309037174563586,6
2052,2518,2770,0.13109091981087134,2
2053,3564,4414,0.13109091981087137,3
2054,2526,6050,0.13125193339068136,5
2055,2447,6052,0.1312519333906814,5
2056,1620,6087,0.131401030795643,3
2057,3165,5260,0.1315624357917184,3
2058,3105,5462,0.13202253013108634,3
2059,4399,4400,0.13202401898249608,4
2060,3534,3668,0.13202401898249613,2
2061,5619,6020,0.1322125083753914,9
2062,4783,6021,0.13269941177224667,7
2063,4319,5936,0.1328673387748292,6
2064,5074,5265,0.1329841453555959,6
2065,1443,5717,0.13322781192081948,4
2066,883,5516,0.1335668037548987,5
2067,3789,4787,0.13371067632484313,4
2068,3784,3814,0.1337106763248435,2
2069,3726,3759,0.13371067632484357,2
2070,3208,3459,0.13371067632484357,2
2071,1594,1796,0.13371067632484393,2
2072,3640,5837,0.13379650831771064,3
2073,3762,5756,0.13397078141135305,6
2074,5436,6112,0.13418631529856695,4
2075,2710,5839,0.13419985972322263,3
2076,629,5770,0.1350120033156092,6
2077,1585,5714,0.135110760242385,3
2078,591,5688,0.13511076024238505,3
2079,929,5778,0.1351107604652685,3
2080,1274,5783,0.13511076046526857,3
2081,1067,5668,0.1351107605521271,3
2082,5588,5996,0.13519390261106087,10
2083,5581,5797,0.13519942839870955,8
2084,5361,6182,0.13527985733907338,10
2085,1984,5523,0.13535582527494083,3
2086,5582,5802,0.13535982577637198,9
2087,5357,5724,0.13571317197756266,5
2088,5430,5569,0.13595491799604606,5
2089,5204,6175,0.1362954505135345,4
2090,5799,6057,0.13713173526736078,15
2091,4817,5534,0.13720904670973308,5
2092,4634,5648,0.13774044683647793,9
2093,1400,5940,0.13822079880328428,4
2094,1825,5134,0.13823965887964082,3
2095,2265,5139,0.13823965887964082,3
2096,488,4981,0.1382396591025243,3
2097,2519,5099,0.1382396591025243,3
2098,2444,5092,0.13823965910252434,3
2099,4283,4990,0.13823965910252442,4
2100,366,4967,0.13823965910252445,3
2101,2549,4926,0.1383167728385975,3
2102,541,5623,0.1386545547789463,5
2103,58,5544,0.13904681434343083,4
2104,1501,6263,0.13907577612496336,3
2105,5133,6145,0.13916436657765976,5
2106,5267,5881,0.13927756909303374,5
2107,5481,5821,0.14021266965255363,5
2108,504,5999,0.14021900425076256,5
2109,5766,5946,0.1402483728770826,5
2110,5437,5517,0.1403109679495572,7
2111,5176,5460,0.14054422884676349,4
2112,5856,5914,0.1405542380170594,6
2113,132,4236,0.14066112482524384,3
2114,4,25,0.14066112482524407,2
2115,796,811,0.14066112482524407,2
2116,1008,1029,0.14066112482524407,2
2117,1209,1234,0.14066112482524407,2
2118,2252,2285,0.14066112482524407,2
2119,2184,2189,0.14066112482524407,2
2120,2510,2531,0.14066112482524407,2
2121,3508,3524,0.14066112482524407,2
2122,3510,3578,0.14066112482524407,2
2123,3067,3276,0.14066112482524407,2
2124,2989,3548,0.14066112482524407,2
2125,2835,3339,0.14066112482524407,2
2126,2875,3521,0.14066112482524407,2
2127,332,346,0.1406611248252441,2
2128,1948,1955,0.1406611248252441,2
2129,241,245,0.14066112482524412,2
2130,5111,5137,0.14066112482524412,4
2131,2979,4496,0.14066112482524418,3
2132,5469,5955,0.140696584447335,5
2133,4949,5570,0.1408080665555647,6
2134,3383,5482,0.14124914742008754,3
2135,1508,6201,0.14172822750014863,6
2136,5345,5984,0.14180558405458904,6
2137,3782,5473,0.14183008650755566,3
2138,3783,6198,0.14187460473588548,7
2139,5123,5815,0.1419280626235471,6
2140,1823,6225,0.14233801453689043,11
2141,3029,3045,0.14242722553774687,2
2142,2543,5189,0.14243825508276448,3
2143,4411,5912,0.14251627842832398,8
2144,5632,5804,0.1428737828196997,8
2145,3322,5177,0.1430306939120284,3
2146,37,144,0.1444408759250826,2
2147,56,177,0.1444408759250826,2
2148,969,1123,0.1444408759250827,2
2149,3001,3522,0.1444408759250827,2
2150,3711,4494,0.1444408759250827,5
2151,3702,4501,0.1444408759250827,4
2152,3697,4513,0.1444408759250827,3
2153,2693,2883,0.1444408759250827,2
2154,2388,2664,0.1444408759250827,2
2155,3731,4741,0.1444408759250827,5
2156,3701,3835,0.1444408759250827,2
2157,3693,4751,0.1444408759250827,5
2158,2436,2717,0.14444087592508276,2
2159,2696,3041,0.14444087592508276,2
2160,1940,2160,0.14444087592508276,2
2161,995,5907,0.14444087592508278,5
2162,5278,5279,0.1444408759250828,4
2163,1189,1340,0.1444408759250828,2
2164,170,257,0.1444408759250828,2
2165,1015,1192,0.1444408759250828,2
2166,1771,1986,0.1444408759250828,2
2167,1223,1415,0.1444408759250828,2
2168,2319,2520,0.1444408759250828,2
2169,5391,5392,0.1444408759250828,6
2170,2877,4407,0.1444408759250828,5
2171,3573,4439,0.1444408759250828,3
2172,857,1002,0.1444408759250828,2
2173,3397,4574,0.1444408759250828,4
2174,3761,4576,0.1444408759250828,3
2175,3769,4587,0.1444408759250828,4
2176,4606,4607,0.1444408759250828,4
2177,2804,4613,0.1444408759250828,3
2178,5304,5305,0.1444408759250828,6
2179,2235,2540,0.1444408759250828,2
2180,2600,4733,0.1444408759250828,3
2181,3778,3990,0.1444408759250828,2
2182,3808,4811,0.1444408759250828,5
2183,3959,4819,0.1444408759250828,4
2184,4833,4836,0.1444408759250828,16
2185,3905,4842,0.1444408759250828,8
2186,5117,5744,0.14457336709933488,4
2187,5738,5828,0.14468127233189854,8
2188,2851,3435,0.14471671285687485,2
2189,3649,6119,0.14478391616417355,4
2190,2164,5945,0.14513603571265835,4
2191,1405,5924,0.1452827216326659,6
2192,2557,5381,0.14528626229048017,3
2193,1300,5362,0.14528626266655198,3
2194,594,5438,0.14528626266655198,3
2195,542,5272,0.14528626266655204,3
2196,3699,4588,0.14533268793553972,3
2197,3473,5834,0.14538165319277063,3
2198,3010,3439,0.1454436779903113,2
2199,2828,2881,0.1456533891754551,2
2200,5677,5979,0.14613466521242538,5
2201,2225,2226,0.1462188803375791,2
2202,3047,3462,0.14621888033757918,2
2203,2668,5108,0.14629574064845371,5
2204,2113,2527,0.1463310128253612,2
2205,3537,3729,0.14633101282536132,2
2206,152,5986,0.14652709272972608,4
2207,4192,5959,0.14662053642747816,11
2208,4368,6219,0.1467184340191883,6
2209,3044,4941,0.14683635322426686,3
2210,3555,5504,0.14711785045080672,4
2211,2982,3207,0.14715498197305213,2
2212,5847,6060,0.147213716087585,15
2213,2081,5463,0.14767953660043076,3
2214,3020,3647,0.14797587904817874,2
2215,2878,3353,0.1479758790481788,2
2216,3519,3608,0.1479758790481788,2
2217,5355,6013,0.1479838978798747,7
2218,1627,5030,0.14815060537182473,3
2219,1166,5045,0.14815060537182478,3
2220,507,5071,0.1481506053718248,3
2221,150,5144,0.1481506054586832,3
2222,1441,5147,0.14815060545868342,3
2223,6084,6352,0.14825060021059952,11
2224,5418,6048,0.14830982795879039,15
2225,5542,6012,0.14833318043369453,4
2226,1094,5823,0.1483815599484246,5
2227,3109,3355,0.14841143446054933,2
2228,3577,5505,0.1491904916935853,3
2229,2953,3304,0.14923183052345085,2
2230,3791,4806,0.14923183052345101,3
2231,1740,5351,0.1493896284591612,3
2232,1384,5365,0.1493896284591612,3
2233,1250,5358,0.1493896284591612,3
2234,1388,5374,0.1493896284591612,3
2235,4390,5388,0.1493896284591612,4
2236,635,5440,0.14938962845916126,3
2237,1146,5372,0.14938962845916126,3
2238,4370,5342,0.14938962845916126,4
2239,5486,5647,0.14961976562005658,7
2240,1430,5964,0.14976704852216302,5
2241,4421,4423,0.14983726448799262,5
2242,3138,5232,0.14989989497028236,4
2243,5640,5934,0.14996731411894415,10
2244,255,5039,0.1500054700951958,5
2245,375,6256,0.15012961757952598,7
2246,5791,5793,0.1501640838281877,4
2247,2797,5484,0.15020958150787303,3
2248,1429,6385,0.15021319724562973,4
2249,441,6386,0.15021319724562976,4
2250,5605,5897,0.15039068919230691,4
2251,5492,5968,0.1505323085936031,4
2252,3058,3396,0.1514276855620716,2
2253,5704,5991,0.15169578651824522,5
2254,50,6061,0.15178307295546017,6
2255,1420,1518,0.1518603348185667,2
2256,1491,1626,0.15186033481856673,2
2257,1194,4251,0.15186033481856676,3
2258,2375,2671,0.15186033481856676,2
2259,1741,1956,0.15186033481856676,2
2260,405,499,0.15186033481856678,2
2261,104,201,0.15186033481856678,2
2262,1156,1323,0.15186033481856678,2
2263,1185,1333,0.15186033481856678,2
2264,3057,4404,0.15186033481856678,4
2265,3346,3378,0.15186033481856678,2
2266,272,415,0.1518603348185668,2
2267,786,958,0.1518603348185668,2
2268,4530,5864,0.1518603348185668,6
2269,3728,4797,0.1518603348185668,6
2270,3370,3405,0.15186033481856684,2
2271,181,284,0.15186033481856687,2
2272,1358,1563,0.15186033499228396,2
2273,2632,2826,0.151860334992284,2
2274,1211,1381,0.15186033499228402,2
2275,1885,2042,0.15186033499228402,2
2276,777,928,0.15186033499228405,2
2277,1178,1321,0.15186033499228405,2
2278,3553,6160,0.15208963397817113,6
2279,3035,3742,0.15227927792319873,2
2280,2737,6045,0.15263322947361044,4
2281,2421,5920,0.15263565677807525,7
2282,5281,6015,0.15292401533223637,7
2283,666,6114,0.15295467646036287,3
2284,1851,2111,0.1532300165991861,2
2285,5652,5807,0.15336687813947153,4
2286,3021,3135,0.15344849996280563,2
2287,1899,1922,0.15344849996280568,2
2288,1546,5850,0.15369769692164084,4
2289,4260,5978,0.15370194208992502,8
2290,3075,6031,0.15374146546093723,4
2291,4559,6036,0.15374146546093728,5
2292,5858,6427,0.1538754800552538,6
2293,3173,3268,0.1540601808228915,2
2294,5216,5947,0.15425422840095074,8
2295,3199,6054,0.15435587586213645,6
2296,298,5801,0.15435714565071976,7
2297,5880,5931,0.15449218063167006,6
2298,5638,6255,0.15461320276150456,12
2299,3752,5910,0.1546317530149299,11
2300,5356,6279,0.15466437020943827,7
2301,1163,6093,0.1549892335426812,3
2302,1648,6095,0.15498923354268124,3
2303,2836,2885,0.15501243486876015,2
2304,1481,1642,0.15501243486876018,2
2305,1264,1350,0.15501243486876026,2
2306,2684,3274,0.15501243486876026,2
2307,5567,5699,0.15534556198693092,7
2308,5604,5937,0.15538435940102083,7
2309,5431,5788,0.1557218319100474,7
2310,1779,6078,0.15617084998826106,4
2311,2988,5209,0.15629013853842572,3
2312,1637,5808,0.15633781232631394,7
2313,1602,5467,0.15640646066403713,3
2314,4380,6237,0.1564714530958211,6
2315,5329,5405,0.15647761558550635,5
2316,3756,6259,0.15654745717373003,5
2317,5710,6125,0.15670966442276993,4
2318,2635,6155,0.15699686527769316,4
2319,5690,6274,0.15717933843065177,13
2320,5769,5845,0.15728311118617008,7
2321,3560,6037,0.15732753274036523,4
2322,2579,2659,0.15811813209307796,2
2323,42,119,0.15811813209307823,2
2324,5,93,0.15811813209307832,2
2325,280,326,0.15811813209307832,2
2326,160,229,0.15811813209307832,2
2327,604,654,0.15811813209307832,2
2328,2614,2711,0.15811813209307835,2
2329,2617,2650,0.15811813209307835,2
2330,1633,1769,0.15811813209307837,2
2331,1055,1248,0.15811813209307837,2
2332,1635,1784,0.15811813209307837,2
2333,2463,2577,0.15811813209307837,2
2334,1251,1277,0.15811813209307837,2
2335,1240,1276,0.15811813209307837,2
2336,1260,1304,0.15811813209307837,2
2337,1761,1822,0.15811813209307837,2
2338,2044,2227,0.15811813209307837,2
2339,3343,4580,0.15811813209307837,3
2340,3350,3489,0.15811813209307837,2
2341,212,276,0.15811813209307843,2
2342,189,251,0.15811813209307843,2
2343,359,395,0.15811813209307843,2
2344,1777,1830,0.15811813209307843,2
2345,3936,4802,0.15811813209307843,3
2346,319,390,0.15811813209307854,2
2347,5620,5876,0.15814056006314745,5
2348,573,5851,0.15832610741991993,3
2349,147,5871,0.158326107573108,3
2350,4690,5869,0.15832610757310814,4
2351,5485,5833,0.15837723907834483,4
2352,4920,5842,0.15840578443695758,4
2353,5349,6229,0.15865891672082053,9
2354,5656,5970,0.15921007412190924,10
2355,6010,6163,0.15932107618841693,10
2356,1601,6184,0.15946515349907145,5
2357,2162,5892,0.1596670425686008,3
2358,1045,5890,0.1596670430540148,3
2359,6186,6402,0.15989723840557257,6
2360,1745,5757,0.15998823001260162,3
2361,1981,5735,0.1599882300126018,3
2362,5566,6223,0.16058389991467797,9
2363,5268,6241,0.16060488824613467,11
